http://www.asstr.org/~BitBard/	BitBard's Library	A library of the complete stories of numerous retired internet authors including Bitbard, Deirdre, M1ke Hunt, and others. 	288208
http://www.lushstories.com/	Lush	A free adult community where you can read and author your own erotic stories, embellish or extend another persons story or love poem. 	288208
http://www.1stsexstories.com/	First Sex Stories	A large selection of free sex stories contributed by our visitors. 	288413
http://www.fantasies.com/	Fantasies.com	Free erotic fiction in a number of different categories. 	288413
http://www.99eroticstories.com/	Ninty Nine Erotic Stories	The sex stories aren't sorted, but they sure do have 99 of them. 	288413
http://www.eroticstories.com/	EroticStories.com	Free site with 500+ straight, lesbian and gay stories, rated by readers. 	288413
http://www.00101001.com/	Zero Zero One Zero One Zero Zero One Digital Erotica	Erotica and sex stories for the digital age. 	288413
http://www.stories-gangbang.com/	Gangbang Stories	Features wives and girlfriends in threesomes. 	288413
http://www.groupsexstories.com/	Group Sex Stories	Erotic stories about group sex and gang bangs. 	288413
http://www.sexstories-group.com/	Group Sex Stories	A collection of gangbang, threesome, foresome and moresome stories. 	288413
http://www.groupsex-eroticstories.com/	Groupsex Erotic Stories	Includes group, bisexual, peeping, and lesbian stories. 	288413
http://www.stories-hardcore.com/	Hardcore Stories	Subjects include slut wives, teens, and lesbian sex stories. 	288413
http://www.hotwife.com/slutwifestory.html	Slut Wife Story	Series of swinging fiction with links to forum for discussion. 	288413
http://www.alt-sex-stories.com/lesbian/index.html	AltSexStoriesLesbian	erotic stories about girl on girl sex. 	288413
http://www.1-a-z-adult-free-stories.com/	Adult Free Stories	Erotic stories and images. 	288413
http://www.asstr.org/	Alt.Sex.Stories Text Repository	Collection of erotica on the Internet, covering every subject. 	288413
http://www.all-free-erotic-stories.com/	All Free Erotic Stories	Mostly lesbian stories about college life and frat parties. 	288413
http://www.alt-sex-stories.com/	Alt Sex Stories	three archives of erotic stories. 	288413
http://allme.com/	ALLme Erotica Archives	Wide variety of stories, including BDSM and fetishes, from numerous authors. Also offers BDSM image gallery and links to author websites. 	288413
http://www.annejet.com/	Annejet Erotic Stories	Variety of works depicting sex in many different situations. 	288413
http://www.stories-3plus.com/	Three Plus Stories	Erotic stories about threesomes and gangbangs. 	288413
http://www.teasingeroticstories.com/	Teasing Erotic Stories	A variety of erotic stories. 	288413
http://www.wetdreamstories.com/	Wetdream Stories	Seven hot categories including reader submissions. 	288413
http://www.sexstories-wives.com/	Wild Wild Wives	Erotic stories dealing with cheating, sharing, and groupsex. 	288413
http://www.wildsexstories.com/inside1.html	Wild Sex Stories	A selection of sex stories and erotic fantasies. 	288413
http://www.angelfire.com/pa3/writersblock/index.html	Writer's Block	Featuring poetry, short stories and novella geared toward the adult.  Erotica and science fiction.  Submissions welcome. 	288413
http://www.angelfire.com/indie/virtualstoryzone/	Virtual Story Zone	Stories, serials, and poetry from online ghost authors. Includes stories focusing on heterosexual, homosexual, and bisexual encounters and/or relationships. 	288413
http://www.besteroticstories.com/	Best Erotic Stories	Hand picked sex stories and free pictures. 	288413
http://www.cuckolds.com/	Cuckolds	Cheating wives, interracial sex, in-your-face infidelity plus an erotic story archive. 	288413
http://www.angelfire.com/ky2/cabanazcrib/	Cabanaz Crib	One persons fantasies in the written form. 	288413
https://www.indiansexstories2.net/	Indian Sex Stories	Mostly a TGP, but there are several Indian sex stories categorized into different sections like couple, incest, desi, group, teacher, etc. 	288413
http://www.sexstories-kinky.com/	Kinky Stories	About a dozen leather loving tales. 	288413
http://www.sexstories-archive.com/	Sex Stories Archive	A selection or erotic stories including slut wives and gangbangs 	288413
http://www.sexstoriespost.com/	Sex Stories Post	A directory style list of erotic fiction.  Includes a forum, chat, links, images and movies. 	288413
http://www.sexstoryx.com/	Sex Story X	A collection of group sex and lesbian stories. 	288413
http://www.69sexstories.com/	Sixty-Nine Sex Stories	Collection of stories covering various subjects. 	288413
http://www.asexstories.com/	A Sex Stories	Free categorizable erotic stories archive. Authors submissions are accepted. 	288413
http://www.literotica.com/	Literotica.Com	Original erotic fiction and audio files, forums, comics, pictures, and porn movies. 	288413
http://www.darkwanderer.net/	Dark Wanderer	Huge collection of cheating wife stories all in .zip format. 	288413
http://www.pixies-place.com/	Pixies Place	Free erotic stories with boy/girl, fun, kinky, lesbian, masturbation, and gay categories. Includes readers submissions and interactive stories. 	288413
http://xxxfuckstories.com/	XXX Fuck Stories	Over 50 erotic stories of various types. 	288413
http://www.xxx-sexstories.com/	XXX Sex Stories	mixed archive of erotic stories. 	288413
http://www.saintfrancis-sfg.net/	Saint Francis School for Girls	Archive of schoolgirl spanking stories and links by Mary Catherine Whitney and Dean Andrew Michaels. 	288444
http://www.jojasa.com/jostories/	Jojasa's Stories	Collection of M/F erotic spanking, D/s and BDSM stories. 	288444
http://www.thetreehouse.net/	Pablo & Mija's Treehouse	Pablo Stubbs and Mija archive of their adult and child (school and parental) spanking fiction as well as real life accounts. 	288444
http://creativespankedwife.blogspot.com/	A Creative Spanked Wife	A growing collection of Patty's original erotica including fiction and true stories, poems, essays and artwork. New stories and artwork are posted every week. 	288444
http://spankingwriters.com/abel.html	Abel's Spanking Stories	A collection of spanking and caning stories, written by Abel Jenkins 	288444
http://guardianisland.com/kittery/carolyn-faulkner	Carolyn Faulkner's Spanking Stories	Tons of samples of well-written fiction, as wells as some harsher selections, and a few ventures into ageplay (written as Abby Collier). 	288445
http://www.homestead.com/jebsadventurebound	Jeb's Adventure Bound	"Damsel in Distress" fiction, with no hardcore sex. 	288442
http://www.allextremesex.com/	All Extreme Sex	BDSM stories including incest, rape fantasies, and bestiality. 	288442
http://catlair.tripod.com/catlair/	Cat Lair	Original BDSM stories and sale of handmade paddles and whips. 	288442
http://www.angelfire.com/my/beastnovel/	The Beast	An online horror novel written by a budding young author Louise Brooks. Includes games and a chatroom. 	288442
http://www.asstr.org/~julian/	Julian's Dark Dreams	A collection of  unusual erotic short stories and scenes by Julian Renard. The stories explore a variety of themes, often involving the supernatural or arousal under dark circumstances. 	288442
http://www.verywierd.com/	Veryweird	Erotic stories and art featuring slightly quirky S&M. 	288442
http://www.roedebard.com/	Roedebard's BDSM Fantasies	Original stories with mild D/S themes including Flintstones slash and image galleries. (Site contains content in German and English) [AVS: Multiple] 	288442
http://www.forcefantasies.com/	Force Fantasies	Original fiction, reviews, images, and chat. 	288442
http://www.asstr.org/~YLeeCoyote/	Coyote's Den	Archived listing of stories written by Y. Lee Coyote.  Many homosexual stories as well as some heterosexual and stories written by others. 	288442
http://www.akashaweb.com/	Akasha's Web	A collection of stories and advice by one woman. [Membership] 	288447
http://www.thevalkyrie.com/library.html	Diana The Valkyrie	Body building woman with attitude. Erotica links and stories. 	288447
http://www.asstr.org/~cactusjuggler/	Cactus Juggler	Stories involving mostly dominant women and mind control. 	288447
http://solomonsrefuge.com/eroticaIntro.htm	Solomon's Refuge	Erotic stories, articles, and commentary. Includes links to information about ancient pornography and a bookstore. 	288202
http://www.beyonddotcom.com/flats/	Nirvana Flats	Poetry, spoken word, fiction, non-fiction, art and photography. Submissions accepted. 	288202
http://purplepussy.net/	Purple Pussy	Purple is a cat who doesn't take crap from anybody, updated three times per week by Dave Kelly. 	288480
http://www.mrbang.net/	Sex & Violence	A shapely assassin drone, insane criminals and an evil mastermind in diapers by Aaron M. Holm. 	288480
http://www.somethingpositive.net/	Something Positive	Comedy about an ugly loser and his gelatinous cat, by R. K. Milholland. 	288480
http://www.demian5.com/	When I Am King	A little tale including love, sex, violence and, still to come, drugs. By demian.5 	288480
http://www.wronghand.com/	Wronghand Comics	Alternative online art comics and illustration portfolio. 	288480
http://www.starshipmoonhawk.com/	Starship Moonhawk	Human crew visits planet of cat people by Michael. 	288480
http://bloodygorecomix.com/zombiecommandos/	Zombie Commandos from Hell	Color online comic about a future earth ravaged by war and the waking dead by Dumais Raisinlove and JFK. 	288481
http://www.mastasia.com/	Mastasia	Computer generated comics and artwork of jumbo titted women. 	288480
